filename,text,labels
,"Intel puts brakes on fast chip HIGH speed is not necessarily all that counts. What #39;s demanded at the end of the day is performance. In the latest change to its product lineup, Intel has cancelled plans to release a 4GHz computer microprocessor.",
,"Canada Hopes New Beef Rules Will Win Over Japan (Reuters) Reuters - Canada has positioned itself ahead of the\United States to regain share in the lucrative Japanese beef\market, thanks to strict new rules aimed at preventing mad cow\disease, Agriculture Minister Andy Mitchell said on Wednesday.",
,"No Double Microsoft Pricing For Dual-Core Chips Dual-core microprocessors won #39;t mean doubled software license fees, according to an announcement by Microsoft and Advanced Micro Devices Inc.",
,Farmland bird decline 'slowing' The UK government says that the severe decline in Britain's farmland bird populations is slowing down.,
,"Group Warns on Consumption of Resources GENEVA Oct 21, 2004 - Humanity #39;s reliance on fossil fuels, the spread of cities, the destruction of natural habitats for farmland and over-exploitation of the oceans are destroying Earth #39;s ability to sustain life, the environmental group WWF warned in a",
,"Update 1: Farm Credit Services #39; Board Ends Deal A member of the federal Farm Credit system said Thursday it ended its agreement to merge with a privately held Dutch bank, citing delays and criticism of the deal.",
,"Group Warns on Consumption of Resources (AP) AP - Humanity's reliance on fossil fuels, the spread of cities, the destruction of natural habitats for farmland and over-exploitation of the oceans are destroying Earth's ability to sustain life, the environmental group WWF warned in a new report Thursday.",
,FCSA board terminates Rabobank deal Both Nebraska Sens. Ben Nelson and Chuck Hagel said Thursday they will continue to work with state producers and bankers following an announcement Thursday by the Omaha-based Farm Credit Services,
,"The war in Darfur Khartoum - War in western Sudan #39;s Darfur province is often called a clash between Arab herders and African farmers, but it #39;s not that simple: Combatants on both sides are largely black Africans, for example, and the divide between them is more about",
,"Bush Signs \$145 Bln Corporate Tax Cut, Tobacco Buyout (Update1) US President George W. Bush signed into law a bill replacing an export tax subsidy that violated international trade rules with a \$145 billion package of new corporate tax cuts and a buyout for tobacco farmers.",
,"No Intel Inside TV The chip originally was to be released in the second half of this year, helping the microprocessor giant in its big push into the consumer electronics market.",
,"Bush signs \$136 billion corp tax cut bill President George Bush Friday, without ceremony, signed into law a \$136 billion US corporate tax cut bill. The bill gives tax breaks to a range of businesses from farmers to Hollywood producers to large corporations.",
,"President Bush signs new corporate tax-cut bill US President George W. President Bush signed on Friday a new corporate tax bill which will shower 136 billion dollars on US businesses, farmers and other groups in coming years.",
,"Bush Signs  #36;136B Corporate Tax Cut Bill (AP) AP - President Bush showered  #36;136 billion in new tax breaks on businesses, farmers and other groups Friday, quietly signing the most sweeping rewrite of corporate tax law in nearly two decades.",
,"Lab Helps Bring China Orchids to Maryland (AP) AP - Thomas Handwerker leans close to a young orchid, just over from China, to inspect its deep green leaves. He knows exactly where a long, flowery spindle will sprout. He's a career horticulturist, but he doesn't know a thing about growing phalaenopsis orchids. Handwerker is counting on farmers along the eastern shore region of Delaware, Maryland and Virginia to do the work of cultivating this brood of 30,000 orchids.",
,"Pro-hunt farmers boot military off their land (AFP) AFP - Well-heeled farmers, furious over a proposed law to ban fox hunting, have blocked military from using their land for training exercises.",
,EU to Lift Sanctions as Bush Signs Law Repealing Tax Breaks The European Union will lift sanctions on US imports after President George W. Bush signed a law replacing an illegal export tax subsidy with a \$145 billion package of new corporate tax cuts and a buyout for tobacco farmers.,
,"Titan #39;s Alien Thunder An anonymous reader writes  quot;What is not being reported much about the fascinating Huygens descent to the surface of Saturn #39;s largest moon, Titan, is its remarkable microphone.",
,French Farmers Mount Fuel Blockades (AP) AP - Hundreds of angry French farmers mounted blockades around the country Monday to hold up fuel shipments in protest at soaring diesel and gasoline prices and to press their demands for government aid.,
,"New Crop of Portable Players Nips at IPod (AP) AP - Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl's eyes light up and she pulls her mother into an Apple Computer Inc. retail shop.",
,"Crown hasn't proven case against accused Air India bomber:lawyer (Canadian Press) Canadian Press - VANCOUVER (CP) - The Crown's case against accused Air India bomber Ajaib Singh Bagri lacks any hard and trustworthy evidence, one of his lawyers argued Monday.",
,"New Crop of Portable Players Nips at iPod (AP) AP - Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl's eyes light up and she pulls her mother into an Apple Computer Inc. retail shop.",
,"Researcher: Canola Oil Kills Grasshoppers (AP) AP - Raw canola oil can combine with a fungus to get rid of grasshoppers, a researcher says. Stefan Jaronski, who works at the Agricultural Research Service in Sidney, Mont., has found that the raw canola oil has fatty acids that will attract grasshoppers to deadly fungi known as Beauveria bassiana and Metarhizium anisopliae.",
,"New crop of portable players nips at iPod PALO ALTO, Calif. - Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl #39;s eyes light up and she pulls her mother into an Apple Computer Inc.",
,"Update 1: New Crop of Portable Players Nips at iPod Lauren, 11, saunters nonchalantly past a Discovery Channel store and a Gymboree clothing store at the mall. Then suddenly, the girl #39;s eyes light up and she pulls her mother into an Apple Computer Inc.",
,"New Crop of Portable Players Nips at IPod At least a dozen portable music players are angling to steal sales away from Apple Computer Inc.'s wildly popular line of iPods this holiday season. In the past month alone, five companies have unveiled their iPod challengers - pocket-sized players with hard disks that can store anywhere from 1,000 to 10,000 songs.",
,"Intel Invests in Rollout of WiMax Intel is hoping its investments in WiMax and Clearwire will ultimately pay off. The more demand for wireless computers, the more demand for Intel #39;s microprocessors.",
,"In War on Locusts, Experts to Use Techni (AP) AP - Experts fighting a major locust outbreak plaguing West Africa will use a new technique for fighting the crop-devouring insects: attacking the flying swarms with pesticide from aircraft, a U.S. diplomat said Tuesday.",
,"New Crop of Portable Players Nips at IPod (AP) AP - At least a dozen portable music players are angling to steal sales away from Apple Computer Inc.'s wildly popular line of iPods this holiday season. In the past month alone, five companies have unveiled their iPod challengers  #151; pocket-sized players with hard disks that can store anywhere from 1,000 to 10,000 songs.",
,Pacific Hydro lures bidders PACIFIC Hydro shares yesterday caught an updraught that sent them more than 20 per cent higher after the wind farmer moved to flush out a bidder.,
,"Andhra Pradesh to export farmers to East Africa (Reuters) Reuters - Andhra Pradesh plans to send hundreds of farmers to east Africa to cultivate farmland in countries such as Kenya, Tanzania and Uganda, officials said on Thursday.",
,India farmers may be Africa bound The government of the southern Indian state of Andhra Pradesh considers plans to send farmers to East Africa.,
,Champ Car Rumors F1 News MODERATOR: Welcome everyone to today #39;s press conference. We have a lineup with thrilling racing that #39;s delivered six different winners in 13 races along with an incredibly talented crop of rookies this year that will indeed be the future of our series.,
,"Archer Daniels Midland Net Rises on Soy Processing (Update4) Archer Daniels Midland Co., the world #39;s largest grain processor, said fiscal first-quarter profit rose 77 percent on improved results from sales of soy products, corn-based fuel and agricultural services.",
,"Top Senate Democrat Fights for Political Survival (Reuters) Reuters - Senate Democratic Leader Tom\Daschle, fighting for political survival, walked into Shorty's\Cafe in this farm town and asked for help in Tuesday's\election.",
,"ADM Profit Rises Sharply, Shares Up 9 Pct Agribusiness company Archer Daniels Midland Co. (ADM.N: Quote, Profile, Research) on Friday posted a 77 percent jump in quarterly profit, helped by record North American harvests and lower",
,"Update 1: ADM #39;s Earnings Skyrocket; Stocks Soars Archer Daniels Midland Co., the agribusiness giant, reported a 77 percent increase Friday in its first-quarter earnings, citing significant gains in oilseed and bioproducts processing and feed and ingredient sales and a major improvement in inventory",
,"ADM #39;s Earnings Skyrocket; Stocks Soars DECATUR, Ill. - Archer Daniels Midland Co., the agribusiness giant, reported a 77 percent increase Friday in its first-quarter earnings, citing significant gains in oilseed and bioproducts processing and feed",
,"Jahnke takes a medal to Skate Canada Less than a week after winning his first international figure skating medal, Ryan Jahnke of Grosse Pointe Farms will compete at Skate Canada beginning tonight in Halifax, Nova Scotia.",
,Apple Unveils New Crop of iPods Apple Computer has unveiled two new versions of its hugely successful iPod: the iPod Photo and the U2 iPod. Apple also has expanded,
,"Cuba seeks US food trade HAVANA -- Just days before the US presidential election, which could alter US-Cuba relations, communist officials were designing deals to buy \$150 million more in US farm products at a trade fair opening today.",
,"Cuba, US sign major food deals HAVANA - Fidel Castro may have recently stopped circulation of US dollars in Cuba, but that isn #39;t stopping a multi-million dollar agricultural deal between the two countries.",
,"Cuba buying more US farm products HAVANA Despite tighter American restrictions on Cuba, Havana has signed more deals to buy US cattle and wheat. It happened at a major international trade fair in Havana, where American businesses played a major role.",
,"Cuba signs food deals with US companies HAVANA -- Cuba on Monday signed contracts to buy \$10 million of US wheat and meat products, and \$300,000 of American dairy cattle, launching a new round of deals for US farm products projected to reach \$150 million.",
,"Weather hots up under wind farms Wind farms can change the weather, according to a model of how these forests of giant turbines interact with the local atmosphere.",
,"Deer, Raccoons Are the Top Crop Raiders (AP) AP - Purdue University researchers who set up cameras in fields to catch wild animals in the act of gobbling up crops found that deer and raccoons  #151; not wild turkeys, as many farmers believe  #151; are the greediest crop-raiders.",
,Program Turns Restaurant Food to Compost (AP) AP - Haute cuisine is going green in a program that recycles restaurant and household food scraps into high-grade compost for Northern California farms and vineyards.,
,"Scientists Search for War Remnants in Ga. (AP) AP - Dragging radar equipment behind a farm tractor, scientists Thursday scanned an old rail yard for buried artifacts from Savannah's bloody Revolutionary War battle in 1779.",
,"Farming Killer Cone Snails a Risky Affair (AP) AP - Jon-Paul Bingham puts his life on the line every week for the sake of science. One wrong move, and he could become the hapless victim of a snail attack that could kill him. Bingham, a biochemist at Clarkson University, is a self-described ""conehead"" whose livelihood depends on scuba diving for tropical marine cone snails and coaxing them to discharge their venom in his laboratory.",
,"Local firm in pact to turn corn to plastic Plastic made from corn could soon be widely available, the result of a joint venture signed yesterday between a small Cambridge company with MIT roots and Archer Daniels Midland Co. , the multibillion-dollar agribusiness.",
,Cyprus planes to destroy locusts Cyprus begins aerial spraying to eradicate swarms of crop-destroying locusts that have arrived from Africa.,
,"Movie swappers put on notice LOS ANGELES - On Sept. 1, former secretary of Agriculture Dan Glickman replaced the legendary Jack Valenti as president and CEO of Hollywood #39;s trade group, the Motion Picture Association of America.",
,"Stadium Plan Challenged D.C. Council Chairman Linda W. Cropp has developed a plan that would significantly change both the site of a stadium and the cost of the project, a source said this morning.",
,"South Africa Considers Killing Elephants South Africa's Kruger National Park elephant population has nearly doubled in recent years, causing heavy habitat destruction and invasion of adjacent farms. Now conservation authorities are considering a plan to kill perhaps thousands elephants to bring the problem under control.",
,"Philippines asks foreign governments to help rebuild typhoon &lt;b&gt;...&lt;/b&gt; Philippine officials sought international help Sunday to rebuild villages devastated by back-to-back storms that left more than 1,000 people either dead or missing and devastated mostly poor northern agricultural regions.",
,"Today's schedule College field hockey: NESCAC Tournament semifinal at Middlebury, Vt.: Middlebury vs. Colby, 11 a.m.; NCAA Division 2 Tournament first round: Southern Conn. at Bentley, noon; Little East Tournament final at Keene, N.H., noon; North Atlantic Conference Tournament final: Maine-Farmington at WNEC, 1; NESCAC Tournament semifinal at Middlebury, Vt.: Tufts vs. Williams, 1:30 p.m.; NEWMAC Tournament semifinal at Springfield: Springfield vs. ...",
,"Indian farmers turn to Cola to kill pests Cotton farmers in some Indian villages are flocking to buy Coca-Cola and Pepsi, believing that the sugar in the fizzy drinks kills pests.",
,"Nearly Half European Birds Species at Risk -Report (Reuters) Reuters - Over 40 percent of all bird species\in Europe face an uncertain future and some are so threatened\that they may disappear soon due to intensive agriculture and\climate change, scientists said on Monday.",
,Cropp Lacks Votes D.C. Council Chairman Linda W. Cropp said Sunday that she appears short on votes to support her alternative proposal to construct a major league ballpark adjacent to RFK Stadium.,
,"Va. Tech, Research Group to Team Up University and the Institute for Genomic Research agree to jointly pursue experiments and federal funding in genomics, human health, agriculture, veterinary medicine and biodefense. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",
,"Nearly half European birds species at risk threatened that they may disappear soon due to intensive agriculture and climate change, scientists say.  quot;The number of bird species in trouble across Europe is rising, quot; said BirdLife, a British-based conservation group.",
,Report finds European bird species face extinction A new report has found that more than 40 per cent of all European bird species are threatened and may disappear soon due to intensive agriculture and climate change.,
,IBM BladeCenter and POWER Microprocessor Fuel Europe #39;s Most &lt;b&gt;...&lt;/b&gt; The supercomputer was built as a result of an agreement between IBM and the Spanish Government and will be available for a wide range of high-level scientific research and for applications in several industrial sectors.,
,"United fire blanks, again How Manchester United wish they could play in the Champions League week in and week out. After plundering fours goals against Sparta Prague in midweek, they came a cropper again in the Barclays Premiership.",
,"Free-Agent Crop Continues to Grow For the second straight year, more than 200 players have filed for free agency, which would have suited former Oakland A's owner Charlie Finley just fine.",
,Favorable Report on Mass. Wind Farm A wind power plant proposed for the shallow waters south of Cape Cod would do no major harm to birds and other marine life and could lead to significant public health benefits,
,Critics hit corps #39; Cape mill report Opponents vowed yesterday to step up their fight against a giant wind farm off the coast of Cape Cod amid accusations that a new US Army Corps of Engineers study was inadequate and biased toward the developer who paid for it.,
,"Australian Farm Group Announces Research (AP) AP - Farmers said Tuesday they are investigating alternatives to slicing flesh from live sheep to prevent them from becoming infested with flies, after animal advocates urged a boycott of Australian wool to protest the ""grossly inhumane"" practice.",
,Dutch Dioxin Scare Spreads to France and Spain (Reuters) Reuters - France and Spain were hit on Tuesday\by a dioxin contamination scare that has forced the closure of\almost 200 Dutch farms after the cancer-causing toxin was found\in animal feed.,
,EU to Boost Protection of Endangered Bird Species (Reuters) Reuters - European countries agreed on Tuesday\to expand protected bird territories to help save species\threatened by intensive agriculture and climate change.,
,"Cropp Postpones Vote Linda W. Cropp abruptly removes a bill to build a baseball stadium with public money, announcing that she has a new plan that could provide private funding for the project.",
,"Ban on hunting with dogs pits British townies vs. rural folks BRENT PELHAM, England -- The morning chill was broken with sherry, served on silver platters to riders in smartly tailored red coats, leather crops tucked neatly under their arms. With the shrill blast of a bugle, the chattering was over and the Puckeridge Hunt -- a tradition since 1725 -- was on.",
,"D.C. Delays Vote on New Expos Ballpark (AP) AP - The District of Columbia Council delayed a vote on funding a new ballpark for the Expos, with Council Chair Linda Cropp proposing another new plan Tuesday.",
,"Brazil Forests Seen Doomed Without Int'l Aid (Reuters) Reuters - The forests on Brazil's\agricultural frontier will disappear without international\financing to provide alternatives to slash-and-burn farming,\the farm secretary of Brazil's leading soybean state said.",
,"USDA: Devastating Soybean Disease Found (Reuters) Reuters - The first case of soybean rust, an\economically devastating disease for farmers, has been found in\the mainland United States, the U.S. Agriculture Department\said on Wednesday.",
,"Behind the Curtain Veal Kandal is the kind of village the Cambodian government doesn #39;t want anyone to know about. The 40 farming families that live among dusty, drought-stricken paddies were facing",
,"USDA Finds Devastating Soy Rust in Louisiana The first case of soybean rust, an economically devastating disease for farmers, has been found in the mainland United States, the US Agriculture Department said on Wednesday.",
,"USDA Finds Devastating Soy Rust in Louisiana  WASHINGTON (Reuters) - The first case of soybean rust has  been found on the mainland United States and could affect U.S.  crops for the near future, costing farmers millions of dollars,  the Agriculture Department said on Wednesday.",
,"USDA Finds Devastating Soy Rust in Louisiana (Reuters) Reuters - The first case of soybean rust has\been found on the mainland United States and could affect U.S.\crops for the near future, costing farmers millions of dollars,\the Agriculture Department said on Wednesday.",
,"La. Reports First Case of Soybean Rust (AP) AP - The first U.S. cases of the fungus soybean rust, which hinders plant growth and drastically cuts crop production, were found at two research sites in Louisiana, officials said Wednesday.",
,"La. Reports First Case of Soybean Rust BATON ROUGE, La. Nov 10, 2004 - The first US cases of the fungus soybean rust, which hinders plant growth and drastically cuts crop production, were found at two research sites in Louisiana, officials said Wednesday.",
,USDA Confirms Coybean Rust in United States The US Department of Agriculture #39;s Animal and Plant Inspection Service on Wednesday confirmed the presence of soybean rust on a soybean leaf samples taken from two plots associated with a Louisiana State University research farm Nov. 6.,
,"La. Reports First Cases of Soybean Rust (AP) AP - The first U.S. cases of the fungus soybean rust, which hinders plant growth and drastically cuts crop production, were found at two research sites in Louisiana, officials said Wednesday.",
,"Freeing the Grapes? It bothers Juanita Swedenburg that many of her customers are criminals in the eyes of the law. Swedenburg sells premium handmade wines from grapes that she grows on her 130-acre farm in northern Virginia, and",
,"Fungus hits US soybeans An aggressive fungal disease known as soybean rust has been found on plants in Louisiana, the first US case, threatening a crop valued at \$17.",
,"Soy fungus spotted in US The first US cases of Asian soybean rust, a fungus that hinders plant growth and drastically cuts crop production, were found at two research sites in Louisiana, officials said Wednesday.",
,"Soybean rust invades US The first US cases of soybean rust, a fungus that hinders plant growth and drastically cuts crop production, were found at two research sites in Louisiana, officials said Wednesday.",
,"Mixed response to Louisiana #39;s first US soybean rust cases After decades of spreading the fungus across the globe, the wind was expected to bring soybean rust to the United States to threaten crop production and carry a hefty",
,"First case of soybean rust in US 11/11/2004 - The US Department of Agriculture #39;s Animal and Plant Health Inspection Service yesterday confirmed the presence of the countrys first case of soybean rust, found on soybean leaf samples taken from two plots in Louisiana.",
,"Fungus poses soybean threat A fungus capable of damaging soybean crops has arrived in the United States for the first time, causing concern among northeast Indianas agriculture industry that the fungus could spread here as soon as next summer.",
,High court to hear wine case Juanita Swedenburg first planted grapes 24 years ago to help pay the taxes on her 130-acre Valley View Farm near Middleburg in the heart of Virginia #39;s hunt country.,
,"Rust Is Here; Get Ready To Respond Editors Note: The following special report was compiled by the editors of Corn and Soybean Digest, a sister publication of Delta Farm Press.",
,Soybean rust discovered in US Northeast Iowa farmers have said for years it was only a matter of time before soybean rust was found in the United States. Time #39;s up.,
,Trade to Dominate Bush's Farm Agenda (AP) AP - President Bush will begin a second term barely a year after the United States had its first case of mad cow disease and as Japan and other countries maintain bans on U.S. beef.,
,"Soy Group Sees Ample Fungicide Supply for Rust WASHINGTON - US farmers should have enough fungicide available next year to combat the newly arrived soybean rust disease, and federal regulators may speed up the approval of additional chemical treatments, the American Soybean Association said.",
,"AOL, Valista team up for micropayments Internet service provider's subscribers will be able to buy its premium services individually through Valista's technology.",
,Soybean farmers face a winter of decision US soybean farmers bringing in a record harvest face a new risk: an aggressive form of fungus that could severely damage their crops next year and beyond.,
,"More samples from La. and Miss. being tested for soybean rust BATON ROUGE, La. - Agriculture officials are testing plant samples from three Louisiana parishes and one Mississippi county for the fungus soybean rust, which damages crop production and forces farmers to use costly fungicide treatments.",
,Scientists work to protect crops SUFFOLK -- Virginia Tech scientists are preparing to protect the state #39;s largest crop from a disease with strong potential to do damage.,
,Expropriation to preserve at- risk rain forest The federal government and a nonprofit group are buying the land from local farmers to ensure its biodiversity is preserved. BY LISA J. ADAMS /Associated Press.,
,"US maize 'threat' to Mexico farms The North American Free Trade Agreement (Nafta) is severely affecting rural Mexico, it is claimed.",
,"AMD #39;s share price catches up with Intel #39;s AFTER THE FEVERED speculation earlier this week about Dell using AMD microprocessors, the unthinkable nearly happened yesterday. The price of a share in AMD finished on the NYSE exchange yesterday at \$21.",
,"States Hit by Hurricane See Oyster Losses (AP) AP - Oyster reefs in Alabama suffered severe damage from Hurricane Ivan's wave surge, which flushed out an estimated 80 percent of the  #36;4 million crop, disrupting the livelihood of some 200 oystermen who work the reefs in winter.",
,"South Korean farmers battle police About 5,000 South Korean farmers fought running battles with police in the streets of Seoul on Saturday during a protest against a government plan to further ease rice imports.",
,"Response to soybean rust under planning Now that the US Department of Agriculture has confirmed that Asian soybean rust has been found in Louisiana, the first known incidence of the fungus in North America, the next step is forming a response to its arrival.",
,"Trip framed with closing win They could sit Rudy Tomjanovich in front of a Houston Rockets backdrop in a room full of his media friends, put his face on every scorecard in Toyota Center and hand him a microphone at midcourt to address the crowd.",
,How To Get A War-Torn Region To  #39;Shalom #39; A Palestinian farmer told of how his olive grove of 400 trees had been poisoned by Israeli settlers and his son run over and killed by a settler.,
,"U.S. Plans Assault On Afghan Heroin Worried about a vast and still growing heroin industry in Afghanistan, the Bush administration has devised a more aggressive counternarcotics strategy aimed at greater eradication of poppy fields, promotion of alternative crops and prosecution of traffickers.",
,"USA: Kraft recalls Lunchables due to mislabelling US food giant Kraft Foods is voluntarily recalling approximately 15,810 packages of Lunchables turkey, ham and cheddar cheese ready-to-eat complete meals due to mislabelling, the US Department of Agriculture #39;s Food Safety and Inspection Service (FSIS) has",
,"US maize 'threat' to Mexico farms The North American Free Trade Agreement (Nafta) is having a severe effect on rural Mexico, TVE's Earth Report programme claims.",
,Greenpeace Hails Bayer India GM Pullout (Reuters) Reuters - Environment pressure group Greenpeace\said on Monday it welcomed news that leading crop technology\company Bayer had pulled out of genetic modification trials in\India to focus on conventional plant breeding.,
,"Dell Forges New Blades Rekindling its blade ambitions and hoping to make inroads with customers in the midst of consolidation planning or in need of general, yet space efficient Web farms and HPC clusters, Dell today announced the Xeon-based PowerEdge 1855, a server that",
,Bob Evans 2Q Earnings Tumble 41 Percent Shares of Bob Evans Farms Inc. fell Monday after the family restaurant chain reported Tuesday that second-quarter earnings fell 41 percent because of soft same-store sales and higher food and labor costs.,
,"Resigning U.S. agriculture secretary won't slow border reopening: beef industry (Canadian Press) Canadian Press - EDMONTON (CP) - The push to convince the United States to reopen its border to live Canadian cattle shouldn't be affected by Monday's resignation of U.S. Agriculture Secretary Ann Veneman, industry leaders say.",
,"Bob Evans Earnings Down 40 Percent Bob Evans Farms Inc. (BOBE.O: Quote, Profile, Research) on Monday reported a 40 percent drop in quarterly earnings and warned that full-year results would fall short of estimates due to weak sales at its namesake restaurants.",
,"Veneman Presided Over Wary Food Supply (AP) AP - Ann Veneman, a peach farmer's daughter who became the first woman to the head the Agriculture Department, presided during a period of unprecedented wariness about the safety of the nation's food supply.",
,"USDA Tests Show Soybean Rust Spreading  WASHINGTON (Reuters) - U.S. Agriculture Department tests  confirmed the spread of soybean rust, a yield-slashing fungus,  in three more fields in Louisiana, a university scientist  familiar with USDA activities told Reuters on Tuesday.",
,"Tests Show Soybean Rust Spreading  WASHINGTON (Reuters) - Tests confirmed soybean rust disease  has spread throughout Louisiana and into Mississippi, the U.S.  Agriculture Department said on Tuesday, adding to fears the  fungus could rapidly infect more Southern states.",
,"Kitchen Gods (Forbes.com) Forbes.com - No definitive guide to cooking one-on-one with chefs exists, but the Shaw Guides, a leading directory of cooking schools, includes many chef listings http://cookforfun.shawguides.com/. Top chefs from around the U.S. have been sprouting up at Lee Jones' Culinary Vegetable Institute in Milan, Ohio, where kitchen technique is taught to small groups of students using vegetables straight from Jones' nearby farm http://www.culinaryvegetableinstitute.com/.",
,"Business 'booms' for rural crafts Craftspeople could soon overtake farmers as the biggest contributors to the rural economy, a report says.",
,"Price surge gains traction In the back of the DeKalb Farmers Market, a worker heaves 50-pound bags of Thai rice from a truck docked at the warehouse. Through a large door, he throws the sacks, an image of the Earth embossed on each one.",
,"The Higher Price of Economic Growth Last month, wholesale prices posted their biggest increase in 14 years, the Labor Dept. reported on Nov. 16. The Producer Price Index, a gauge of prices received by farms, factories, and refineries, rose 1.7, nearly twice as high as forecasted.",
,"Debt Quality Boosts Credit Agricole in 3Q Lower bad loan provisions helped Credit Agricole SA #39;s third-quarter profit to rise 71 percent, the French bank said Wednesday.",
,Credit Agricole third-quarter profit jumps 70 pct on lower &lt;b&gt;...&lt;/b&gt; PARIS (AFP) - French bank Credit Agricole posted a better-than-expected 70.9 percent surge in third-quarter net profit thanks to lower provisions and despite an overall decline in revenues.,
,"USDA Tests Another Louisiana Field for Soy Rust (Reuters) Reuters - The U.S. Agriculture Department\expected test results late Wednesday on whether soybean rust\had infected another Louisiana field, the sixth in a week, a\spokesman said.",
,"Pink locusts swarm over Cairo (AFP) AFP - Swarms of locusts descended on Cairo and around the fertile Nile Delta, but the authorities insisted the insects posed no serious threat to agriculture.",
,"CORRECTED: Cocoa Drops, Metals Jump on Weak Dollar  NEW YORK (Reuters) - Cocoa prices sank on Wednesday as  exporters in top-grower Ivory Coast kept up with the arrival of  the new crop, which was halted several times this month by an  outbreak of civil violence and a farmers strike.",
,"Cocoa Drops, Metals Jump on Weak Dollar  NEW YORK (Reuters) - Cocoa prices sank on Wednesday as  exporters in top-grower Ivory Coast kept up with the arrival of  the new crop, which was halted several times this month by an  outbreak of civil violence and a farmers strike.",
,Stadium on Calendar D.C. Council Chairman Linda W. Cropp has set a vote on a plan to build a baseball stadium with public funds for Nov. 30.,
,"Locust swarms advance into Egypt Swarms of locusts blown off the Mediterranean towards the Egyptian capital, Cairo, are not expected to cause major damage to crops.",
,"USDA: Mad Cow Test Result 'Inconclusive' (Reuters) Reuters - First-round screening tests returned\""inconclusive"" results for mad cow disease from one animal and\samples were being submitted for final and more sophisticated\analysis, the U.S. Agriculture Department said on Thursday.",
,"Global Experts Unite to Study Water Shortages (Reuters) Reuters - Seventy percent of global water usage is taken up by\agriculture and using water efficiently is seen as key in\preventing serious shortages, with experts studying river\basins across the world for clues to boost food production.",
,"Trade Negotiators Get Technical at WTO Negotiators gathered Friday at the World Trade Organization for formal farm talks, capping a weeklong series of informal discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.",
,"S.Korean Farmers Clash with Police on Rice Imports  SEOUL (Reuters) - South Korean police used water cannon in  central Seoul Friday to disperse at least 15,000 farmers  protesting against a government plan to further ease  restrictions on rice imports.",
,"WTO Negotiators Finish Week of Farm Talks Negotiators at the World Trade Organization completed weeklong farm talks Friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.",
,"Outbreak of Soybean Rust Spreads The US outbreak of soybean rust has spread to Alabama and Georgia, the Agriculture Department said on Friday, leaving Texas the lone state in the Gulf Coast untouched by the devastating crop fungus.",
,"Outbreak of Soybean Rust Spreads  WASHINGTON (Reuters) - The U.S. outbreak of soybean rust  has spread to Alabama and Georgia, the Agriculture Department  said on Friday, leaving Texas the lone state in the Gulf Coast  untouched by the devastating crop fungus.",
,"Intel's Barrett Sees Room for Chip Growth (AP) AP - Intel Corp., the world's largest computer chip company, is not suffering from overcapacity and new areas are emerging that will increase global demand for microprocessors, its chief executive said Friday.",
,"Gold Banc to Pay \$16M to Resolve Claims Gold Banc Corp., a banking company with operations in four states, has agreed to pay \$16 million to resolve claims that it charged excessive fees and inflated interest rates on federally guaranteed agricultural loans, the US Attorney #39;s office said Friday.",
,Banking Company Settles A Kansas banking company will pay \$16 million to settle claims it charged excessive fees and inflated interest rates on federally guaranteed agriculture loans in Oklahoma.,
,"Ringing in the season The sounds of tinkling bells could be heard above the bustle of the Farmers Market on the Long Beach Promenade, leading shoppers to a row of bright red tin kettles dotting a pathway Friday.",
,"Nvidia to create chipset for Intel Intel Corp. has signed a cross-licensing agreement with Nvidia Corp. that would allow the 3-D graphics chipmaker to start selling chipsets for PCs that use Intel #39;s microprocessors, the companies said Friday.",
,"Canada Sees U.S. Beef Market Opening Soon (Reuters) Reuters - U.S. feedlots and packers could import\Canadian cattle within months now that new U.S. rules aimed at\guarding against mad cow disease are up for approval, Canadian\Agriculture Minister Andy Mitchell said on Saturday.",
,"Roundup: UCLA triumphs in season opener UCLA freshman Jordan Farmar gave fans a preview of his playmaking skills with a no-look, crosscourt pass to Ryan Hollins for a dunk late in the second half.",
,"WTO negotiators finish week of farm talks Negotiators at the World Trade Organization completed weeklong farm talks Friday, part of discussions on ways to reach a wider-ranging liberalization accord by the end of 2005.",
,"U.S. Heartland Is Bursting with Corn, Soy  ROCHELLE, Ill. (Reuters) - Golden mountains are rising out  of the fertile farmlands of the U.S. Midwest, a changing  landscape formed by huge piles of corn from the most bountiful  harvest in U.S. history.",
,"Israel Hit by Worst Locust Plague Since 1950s (Reuters) Reuters - Millions of locusts swarmed through\Israel's Red Sea resort town of Eilat on Sunday, devouring\crops and flowers in the country's south.",
,"Israel abuzz as locusts swarm in A PLAGUE of locusts has swarmed into Israel across the border from Egypt, threatening to devastate fields of crops in the countrys agricultural heartland.",
,A plague of locusts CAIRO: Swarms of locusts are causing a panic among farmers and children who wonder when the next biblical plague would strike. The pests have worked their way north into Israel since crossing the Egyptian,
